Date,Close,Volume,corp_code,corp_name
2022-08-25,142437.90625,259194,329180,HD현대중공업
2022-08-26,146858.390625,325508,329180,HD현대중공업
2022-08-29,142929.078125,282152,329180,HD현대중공업
2022-08-30,138508.578125,219055,329180,HD현대중공업
2022-08-31,140964.421875,303330,329180,HD현대중공업
2022-09-01,131632.28125,289689,329180,HD현대중공업
2022-09-02,131141.109375,226848,329180,HD현대중공업
2022-09-05,134579.265625,221401,329180,HD현대중공업
2022-09-06,132614.609375,158319,329180,HD현대중공업
2022-09-07,126229.453125,276763,329180,HD현대중공업
2022-09-08,124755.9609375,274985,329180,HD현대중공업
2022-09-13,125247.125,204311,329180,HD현대중공업
2022-09-14,122791.3046875,190555,329180,HD현대중공업
2022-09-15,122791.3046875,185523,329180,HD현대중공업
2022-09-16,117879.6484375,410038,329180,HD현대중공업
2022-09-19,113950.328125,674989,329180,HD현대중공업
2022-09-20,118861.9765625,334804,329180,HD현대중공업
2022-09-21,118861.9765625,329303,329180,HD현대중공업
2022-09-22,123282.4609375,529827,329180,HD현대중공업
2022-09-23,121808.96875,246679,329180,HD현대중공업
2022-09-26,114932.65625,436692,329180,HD현대중공업
2022-09-27,117879.6484375,275953,329180,HD현대중공업
2022-09-28,112476.828125,281516,329180,HD현대중공업
2022-09-29,114441.4921875,186286,329180,HD현대중공업
2022-09-30,112967.9921875,277750,329180,HD현대중공업
2022-10-04,117388.484375,196736,329180,HD현대중공업
2022-10-05,117388.484375,228701,329180,HD현대중공업
2022-10-06,122300.140625,258139,329180,HD현대중공업
2022-10-07,119844.3125,189383,329180,HD현대중공업
2022-10-11,114441.4921875,226389,329180,HD현대중공업
2022-10-12,119353.1484375,191384,329180,HD현대중공업
2022-10-13,113459.15625,218544,329180,HD현대중공업
2022-10-14,114932.65625,219175,329180,HD현대중공업
2022-10-17,114932.65625,209122,329180,HD현대중공업
2022-10-18,112476.828125,302172,329180,HD현대중공업
2022-10-19,109529.84375,251686,329180,HD현대중공업
2022-10-20,106582.84375,372830,329180,HD현대중공업
2022-10-21,104127.0234375,456982,329180,HD현대중공업
2022-10-24,104127.0234375,238598,329180,HD현대중공업
2022-10-25,102162.3515625,385591,329180,HD현대중공업
2022-10-26,103635.859375,242120,329180,HD현대중공업
2022-10-27,105600.515625,260349,329180,HD현대중공업
2022-10-28,107565.171875,260069,329180,HD현대중공업
2022-10-31,107074.0078125,170022,329180,HD현대중공업
2022-11-01,108056.34375,145687,329180,HD현대중공업
2022-11-02,110021.0078125,213653,329180,HD현대중공업
2022-11-03,109038.6796875,151422,329180,HD현대중공업
2022-11-04,114441.4921875,302475,329180,HD현대중공업
2022-11-07,111985.6640625,165950,329180,HD현대중공업
2022-11-08,112967.9921875,128187,329180,HD현대중공업
2022-11-09,111003.3359375,192786,329180,HD현대중공업
2022-11-10,108056.34375,259983,329180,HD현대중공업
2022-11-11,113459.15625,380766,329180,HD현대중공업
2022-11-14,112967.9921875,157098,329180,HD현대중공업
2022-11-15,113459.15625,151638,329180,HD현대중공업
2022-11-16,112967.9921875,103852,329180,HD현대중공업
2022-11-17,111494.5,120432,329180,HD현대중공업
2022-11-18,115423.8203125,239547,329180,HD현대중공업
2022-11-21,111985.6640625,104812,329180,HD현대중공업
2022-11-22,114441.4921875,109180,329180,HD현대중공업
2022-11-23,112476.828125,126219,329180,HD현대중공업
2022-11-24,112476.828125,97547,329180,HD현대중공업
2022-11-25,112476.828125,89084,329180,HD현대중공업
2022-11-28,111003.3359375,166554,329180,HD현대중공업
2022-11-29,111985.6640625,94724,329180,HD현대중공업
2022-11-30,116406.1484375,318817,329180,HD현대중공업
2022-12-01,116406.1484375,172188,329180,HD현대중공업
2022-12-02,112967.9921875,146860,329180,HD현대중공업
2022-12-05,112476.828125,139903,329180,HD현대중공업
2022-12-06,116897.3125,361225,329180,HD현대중공업
2022-12-07,116406.1484375,141872,329180,HD현대중공업
2022-12-08,115423.8203125,119623,329180,HD현대중공업
2022-12-09,113950.328125,144862,329180,HD현대중공업
2022-12-12,112967.9921875,50234,329180,HD현대중공업
2022-12-13,116406.1484375,166478,329180,HD현대중공업
2022-12-14,116406.1484375,76825,329180,HD현대중공업
2022-12-15,113950.328125,136807,329180,HD현대중공업
2022-12-16,116406.1484375,151048,329180,HD현대중공업
2022-12-19,116897.3125,64634,329180,HD현대중공업
2022-12-20,115423.8203125,75541,329180,HD현대중공업
2022-12-21,118861.9765625,224620,329180,HD현대중공업
2022-12-22,119844.3125,155591,329180,HD현대중공업
2022-12-23,118370.8125,98840,329180,HD현대중공업
2022-12-26,117879.6484375,74760,329180,HD현대중공업
2022-12-27,118861.9765625,107898,329180,HD현대중공업
2022-12-28,118370.8125,95776,329180,HD현대중공업
2022-12-29,113950.328125,116649,329180,HD현대중공업
2023-01-02,115423.8203125,90731,329180,HD현대중공업
2023-01-03,112476.828125,145578,329180,HD현대중공업
2023-01-04,107074.0078125,518368,329180,HD현대중공업
2023-01-05,104127.0234375,320689,329180,HD현대중공업
2023-01-06,102162.3515625,272218,329180,HD현대중공업
2023-01-09,106582.84375,241727,329180,HD현대중공업
2023-01-10,104618.1875,160300,329180,HD현대중공업
2023-01-11,105600.515625,118827,329180,HD현대중공업
2023-01-12,107565.171875,171093,329180,HD현대중공업
2023-01-13,109038.6796875,176787,329180,HD현대중공업
2023-01-16,107074.0078125,135704,329180,HD현대중공업
2023-01-17,108056.34375,157107,329180,HD현대중공업
2023-01-18,106582.84375,125996,329180,HD현대중공업
2023-01-19,105600.515625,106057,329180,HD현대중공업
2023-01-20,106582.84375,104257,329180,HD현대중공업
2023-01-25,106189.9140625,702,329180,HD현대중공업
2023-01-26,106189.9140625,722,329180,HD현대중공업
2023-01-27,111298.03125,783,329180,HD현대중공업
2023-01-30,108252.8125,954,329180,HD현대중공업
2023-01-31,108645.7421875,1140,329180,HD현대중공업
2023-02-01,109431.609375,697,329180,HD현대중공업
2023-02-02,109235.140625,718,329180,HD현대중공업
2023-02-03,110217.46875,971,329180,HD현대중공업
2023-02-06,108645.7421875,761,329180,HD현대중공업
2023-02-07,106975.78125,1157,329180,HD현대중공업
2023-02-08,105993.453125,1550,329180,HD현대중공업
2023-02-09,105895.21875,955,329180,HD현대중공업
2023-02-10,106681.078125,666,329180,HD현대중공업
2023-02-13,107859.8828125,421,329180,HD현대중공업
2023-02-14,108056.34375,614,329180,HD현대중공업
2023-02-15,104127.0234375,1471,329180,HD현대중공업
2023-02-16,104716.4140625,646,329180,HD현대중공업
2023-02-17,105404.0546875,801,329180,HD현대중공업
2023-02-20,106091.6796875,238,329180,HD현대중공업
2023-02-21,110217.46875,1438,329180,HD현대중공업
2023-02-22,110806.8671875,1189,329180,HD현대중공업
2023-02-23,110021.0078125,182,329180,HD현대중공업
2023-02-24,108940.4453125,199,329180,HD현대중공업
2023-02-27,106975.78125,106888,329180,HD현대중공업
2023-02-28,104519.953125,285204,329180,HD현대중공업
2023-03-02,104028.7890625,200557,329180,HD현대중공업
2023-03-03,102358.828125,295958,329180,HD현대중공업
2023-03-06,100295.9375,407037,329180,HD현대중공업
2023-03-07,98429.5078125,358275,329180,HD현대중공업
2023-03-08,95678.984375,425715,329180,HD현대중공업
2023-03-09,94794.8828125,233882,329180,HD현대중공업
2023-03-10,93223.1484375,261082,329180,HD현대중공업
2023-03-13,96661.3125,327103,329180,HD현대중공업
2023-03-14,92142.5859375,205203,329180,HD현대중공업
2023-03-15,94991.3515625,215525,329180,HD현대중공업
2023-03-16,93124.921875,160613,329180,HD현대중공업
2023-03-17,94009.0234375,261343,329180,HD현대중공업
2023-03-20,94598.421875,153249,329180,HD현대중공업
2023-03-21,98822.4375,289548,329180,HD현대중공업
2023-03-22,96464.84375,181799,329180,HD현대중공업
2023-03-23,96661.3125,125592,329180,HD현대중공업
2023-03-24,95678.984375,157974,329180,HD현대중공업
2023-03-27,95384.28125,179355,329180,HD현대중공업
2023-03-28,97938.3359375,279512,329180,HD현대중공업
2023-03-29,97741.875,137578,329180,HD현대중공업
2023-03-30,97447.171875,176816,329180,HD현대중공업
2023-03-31,98233.046875,156153,329180,HD현대중공업
2023-04-03,98625.9765625,149304,329180,HD현대중공업
2023-04-04,99608.296875,149257,329180,HD현대중공업
2023-04-05,99215.375,143228,329180,HD현대중공업
2023-04-06,97348.9375,141291,329180,HD현대중공업
2023-04-07,98134.8125,99679,329180,HD현대중공업
2023-04-10,97447.171875,184809,329180,HD현대중공업
2023-04-11,96661.3125,208791,329180,HD현대중공업
2023-04-12,98625.9765625,215972,329180,HD현대중공업
2023-04-13,99510.0703125,148576,329180,HD현대중공업
2023-04-14,102850.0,389199,329180,HD현대중공업
2023-04-17,103832.328125,171736,329180,HD현대중공업
2023-04-18,103537.625,126831,329180,HD현대중공업
2023-04-19,108056.34375,393437,329180,HD현대중공업
2023-04-20,109824.5390625,302837,329180,HD현대중공업
2023-04-21,107958.1171875,182366,329180,HD현대중공업
2023-04-24,107958.1171875,153784,329180,HD현대중공업
2023-04-25,107859.8828125,213195,329180,HD현대중공업
2023-04-26,106681.078125,141633,329180,HD현대중공업
2023-04-27,103734.0859375,194275,329180,HD현대중공업
2023-04-28,107663.4140625,264837,329180,HD현대중공업
2023-05-02,108743.9765625,178996,329180,HD현대중공업
2023-05-03,107368.7109375,107218,329180,HD현대중공업
2023-05-04,106189.9140625,81212,329180,HD현대중공업
2023-05-08,106975.78125,132839,329180,HD현대중공업
2023-05-09,111298.03125,306452,329180,HD현대중공업
2023-05-10,110315.703125,124492,329180,HD현대중공업
2023-05-11,113164.46875,240850,329180,HD현대중공업
2023-05-12,110610.40625,162272,329180,HD현대중공업
2023-05-15,111101.5703125,90858,329180,HD현대중공업
2023-05-16,110413.9296875,64484,329180,HD현대중공업
2023-05-17,109038.6796875,85902,329180,HD현대중공업
2023-05-18,109628.0703125,96226,329180,HD현대중공업
2023-05-19,110905.09375,110764,329180,HD현대중공업
2023-05-22,116995.546875,338772,329180,HD현대중공업
2023-05-23,116700.8515625,157272,329180,HD현대중공업
2023-05-24,118174.3515625,297725,329180,HD현대중공업
2023-05-25,117388.484375,151021,329180,HD현대중공업
2023-05-26,116602.609375,158758,329180,HD현대중공업
2023-05-30,117192.0234375,186948,329180,HD현대중공업
2023-05-31,114048.5625,520044,329180,HD현대중공업
2023-06-01,114539.71875,147522,329180,HD현대중공업
2023-06-02,115325.5859375,144032,329180,HD현대중공업
2023-06-05,122594.8359375,389668,329180,HD현대중공업
2023-06-07,123282.4609375,204842,329180,HD현대중공업
2023-06-08,125050.65625,417277,329180,HD현대중공업
2023-06-09,122693.0703125,217605,329180,HD현대중공업
2023-06-12,122987.765625,131429,329180,HD현대중공업
2023-06-13,122005.4375,114882,329180,HD현대중공업
2023-06-14,121907.203125,157650,329180,HD현대중공업
2023-06-15,123577.1640625,134979,329180,HD현대중공업
2023-06-16,125148.890625,232759,329180,HD현대중공업
2023-06-19,123282.4609375,165702,329180,HD현대중공업
2023-06-20,128095.890625,292333,329180,HD현대중공업
2023-06-21,126818.8515625,219821,329180,HD현대중공업
2023-06-22,127997.65625,129450,329180,HD현대중공업
2023-06-23,125836.515625,82213,329180,HD현대중공업
2023-06-26,128685.28125,127512,329180,HD현대중공업
2023-06-27,128292.3515625,80940,329180,HD현대중공업
2023-06-28,126229.453125,80697,329180,HD현대중공업
2023-06-29,127015.328125,92223,329180,HD현대중공업
2023-06-30,129372.9140625,111133,329180,HD현대중공업
2023-07-03,129274.6796875,165010,329180,HD현대중공업
2023-07-04,133596.9375,190964,329180,HD현대중공업
2023-07-05,133596.9375,113026,329180,HD현대중공업
2023-07-06,133891.625,167460,329180,HD현대중공업
2023-07-07,133596.9375,113928,329180,HD현대중공업
2023-07-10,135463.359375,111570,329180,HD현대중공업
2023-07-11,137526.25,175803,329180,HD현대중공업
2023-07-12,140178.546875,251841,329180,HD현대중공업
2023-07-13,142929.078125,188898,329180,HD현대중공업
2023-07-14,145188.421875,141639,329180,HD현대중공업
2023-07-17,144009.640625,135906,329180,HD현대중공업
2023-07-18,140178.546875,185160,329180,HD현대중공업
2023-07-19,142241.4375,113486,329180,HD현대중공업
2023-07-20,140473.25,143724,329180,HD현대중공업
2023-07-21,140080.3125,91649,329180,HD현대중공업
2023-07-24,138115.640625,145250,329180,HD현대중공업
2023-07-25,138999.765625,146205,329180,HD현대중공업
2023-07-26,136543.921875,152336,329180,HD현대중공업
2023-07-27,128587.0546875,294124,329180,HD현대중공업
2023-07-28,133302.234375,174551,329180,HD현대중공업
2023-07-31,137231.546875,117221,329180,HD현대중공업
2023-08-01,136838.625,125571,329180,HD현대중공업
2023-08-02,135856.296875,125392,329180,HD현대중공업
2023-08-03,133400.46875,92525,329180,HD현대중공업
2023-08-04,133891.625,87502,329180,HD현대중공업
2023-08-07,132025.203125,79583,329180,HD현대중공업
2023-08-08,133105.765625,90455,329180,HD현대중공업
2023-08-09,131926.96875,70436,329180,HD현대중공업
2023-08-10,129667.6171875,95674,329180,HD현대중공업
2023-08-11,130158.78125,97461,329180,HD현대중공업
2023-08-14,125443.59375,195649,329180,HD현대중공업
2023-08-16,121808.96875,101490,329180,HD현대중공업
2023-08-17,120531.9375,129409,329180,HD현대중공업
2023-08-18,118861.9765625,131664,329180,HD현대중공업
2023-08-21,119647.8359375,85827,329180,HD현대중공업
2023-08-22,119942.5390625,85508,329180,HD현대중공업
2023-08-23,118469.046875,85043,329180,HD현대중공업
2023-08-24,118960.2109375,104693,329180,HD현대중공업
2023-08-25,117977.8828125,64456,329180,HD현대중공업
2023-08-28,128783.515625,206601,329180,HD현대중공업
2023-08-29,131042.8828125,169592,329180,HD현대중공업
2023-08-30,129176.4453125,71308,329180,HD현대중공업
2023-08-31,128488.8203125,95402,329180,HD현대중공업
2023-09-01,125738.2890625,107000,329180,HD현대중공업
2023-09-04,126622.3828125,40794,329180,HD현대중공업
2023-09-05,124166.5625,113013,329180,HD현대중공업
2023-09-06,124559.4921875,74743,329180,HD현대중공업
2023-09-07,123478.9296875,68764,329180,HD현대중공업
2023-09-08,122987.765625,47673,329180,HD현대중공업
2023-09-11,126425.921875,102360,329180,HD현대중공업
2023-09-12,124952.4296875,52027,329180,HD현대중공업
2023-09-13,124755.9609375,43139,329180,HD현대중공업
2023-09-14,124854.1953125,77710,329180,HD현대중공업
2023-09-15,126327.6796875,102650,329180,HD현대중공업
2023-09-18,125443.59375,35436,329180,HD현대중공업
2023-09-19,124755.9609375,36155,329180,HD현대중공업
2023-09-20,125050.65625,34848,329180,HD현대중공업
2023-09-21,123380.703125,67274,329180,HD현대중공업
2023-09-22,122300.140625,111997,329180,HD현대중공업
2023-09-25,121907.203125,52477,329180,HD현대중공업
2023-09-26,118174.3515625,90363,329180,HD현대중공업
2023-09-27,119058.4453125,66938,329180,HD현대중공업
2023-10-04,114441.4921875,145916,329180,HD현대중공업
2023-10-05,110021.0078125,158636,329180,HD현대중공업
2023-10-06,109726.3046875,69850,329180,HD현대중공업
2023-10-10,110806.8671875,78521,329180,HD현대중공업
2023-10-11,113950.328125,127748,329180,HD현대중공업
2023-10-12,114245.0234375,82103,329180,HD현대중공업
2023-10-13,111789.1953125,69612,329180,HD현대중공업
2023-10-16,113950.328125,121420,329180,HD현대중공업
2023-10-17,113852.09375,62529,329180,HD현대중공업
2023-10-18,113655.6328125,25890,329180,HD현대중공업
2023-10-19,109628.0703125,110581,329180,HD현대중공업
2023-10-20,107859.8828125,72890,329180,HD현대중공업
